"","IRI_KEY","WEEK","SY","GE","VEND","ITEM","UNITS","DOLLARS","F","D","PR","UPC","VOL_EQ","PPU"
"1",8003697,1114,0,1,48001,27064,12,17.88,"B",0,1,"00-01-48001-27064",1.125,1.49
"2",8003697,1121,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"3",8003697,1123,0,1,48001,27064,13,23.27,"A",2,1,"00-01-48001-27064",1.125,1.79
"4",8003697,1123,0,1,48001,27040,2,3.58,"NONE",0,0,"00-01-48001-27040",1.125,1.79
"5",8003697,1124,0,1,48001,27040,3,7.47,"NONE",1,0,"00-01-48001-27040",1.125,2.49
"6",8003697,1125,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"7",8003697,1125,0,1,48001,27040,1,2.49,"NONE",1,0,"00-01-48001-27040",1.125,2.49
"8",8003697,1159,0,1,48001,27064,8,12,"A",0,1,"00-01-48001-27064",1.125,1.5
"9",8003697,1159,0,1,48001,27040,2,3,"A",0,1,"00-01-48001-27040",1.125,1.5
"10",642511,1114,0,1,48001,27064,6,8.94,"B",0,1,"00-01-48001-27064",1.125,1.49
"11",642511,1114,0,1,48001,27040,6,8.94,"B",0,1,"00-01-48001-27040",1.125,1.49
"12",642511,1122,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"13",642511,1123,0,1,48001,27064,9,16.11,"A",2,1,"00-01-48001-27064",1.125,1.79
"14",642511,1123,0,1,48001,27040,1,1.79,"NONE",2,1,"00-01-48001-27040",1.125,1.79
"15",642511,1126,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"16",642511,1145,0,1,48001,27064,8,12,"B",2,1,"00-01-48001-27064",1.125,1.5
"17",642511,1145,0,1,48001,27040,5,8.5,"NONE",0,0,"00-01-48001-27040",1.125,1.7
"18",642511,1150,0,1,48001,27064,4,4.96,"NONE",1,1,"00-01-48001-27064",1.125,1.24
"19",642511,1159,0,1,48001,27064,9,13.5,"A",0,1,"00-01-48001-27064",1.125,1.5
"20",642511,1159,0,1,48001,27040,2,3,"A",2,1,"00-01-48001-27040",1.125,1.5
"21",642511,1161,0,1,48001,27064,5,7.5,"B",2,1,"00-01-48001-27064",1.125,1.5
"22",642511,1161,0,1,48001,27040,3,4.5,"NONE",0,1,"00-01-48001-27040",1.125,1.5
"23",642511,1165,0,1,48001,27064,1,1.31,"NONE",1,1,"00-01-48001-27064",1.125,1.31
"24",642511,1165,0,1,48001,27040,1,1.31,"NONE",0,1,"00-01-48001-27040",1.125,1.31
"25",8003767,1114,0,1,48001,27064,23,34.27,"B",2,1,"00-01-48001-27064",1.125,1.49
"26",8003767,1114,0,1,48001,27040,4,5.96,"B",0,1,"00-01-48001-27040",1.125,1.49
"27",8003767,1115,0,1,48001,27064,3,7.47,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"28",8003767,1115,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"29",8003767,1117,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"30",8003767,1120,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"31",8003767,1121,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"32",8003767,1121,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"33",8003767,1122,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"34",8003767,1123,0,1,48001,27064,13,23.27,"A",2,1,"00-01-48001-27064",1.125,1.79
"35",8003767,1123,0,1,48001,27040,7,12.53,"NONE",0,0,"00-01-48001-27040",1.125,1.79
"36",8003767,1124,0,1,48001,27064,1,1.79,"NONE",0,1,"00-01-48001-27064",1.125,1.79
"37",8003767,1125,0,1,48001,27064,4,9.96,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"38",8003767,1126,0,1,48001,27064,3,7.47,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"39",8003767,1126,0,1,48001,27036,2,3.38,"NONE",0,0,"00-01-48001-27036",0.75,1.69
"40",8003767,1127,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"41",8003767,1128,0,1,48001,27036,1,1.69,"NONE",0,0,"00-01-48001-27036",0.75,1.69
"42",8003767,1128,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"43",8003767,1129,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"44",8003767,1130,0,1,48001,27064,1,2.49,"NONE",2,0,"00-01-48001-27064",1.125,2.49
"45",8003767,1130,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"46",8003767,1131,0,1,48001,27064,6,14.94,"NONE",2,0,"00-01-48001-27064",1.125,2.49
"47",8003767,1132,0,1,48001,27064,1,2.49,"NONE",2,0,"00-01-48001-27064",1.125,2.49
"48",8003767,1133,0,1,48001,27064,4,9.96,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"49",8003767,1134,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"50",8003767,1134,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"51",8003767,1135,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"52",8003767,1136,0,1,48001,27064,4,9.96,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"53",8003767,1137,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"54",8003767,1138,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"55",8003767,1139,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"56",8003767,1140,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"57",8003767,1141,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"58",8003767,1142,0,1,48001,27064,4,9.96,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"59",8003767,1142,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"60",8003767,1143,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"61",8003767,1145,0,1,48001,27064,24,36,"B",0,1,"00-01-48001-27064",1.125,1.5
"62",8003767,1145,0,1,48001,27040,12,18,"NONE",0,1,"00-01-48001-27040",1.125,1.5
"63",8003767,1146,0,1,48001,27064,2,3,"NONE",0,1,"00-01-48001-27064",1.125,1.5
"64",8003767,1148,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"65",8003767,1148,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"66",8003767,1149,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"67",8003767,1150,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"68",8003767,1150,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"69",8003767,1151,0,1,48001,27064,4,9.96,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"70",8003767,1151,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"71",8003767,1152,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"72",8003767,1152,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"73",8003767,1153,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"74",8003767,1154,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"75",8003767,1155,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"76",8003767,1156,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"77",8003767,1156,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"78",8003767,1157,0,1,48001,27064,3,7.47,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"79",8003767,1158,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"80",8003767,1159,0,1,48001,27064,34,51,"A",0,1,"00-01-48001-27064",1.125,1.5
"81",8003767,1159,0,1,48001,27040,10,15,"A",0,1,"00-01-48001-27040",1.125,1.5
"82",8003767,1161,0,1,48001,27064,13,19.5,"B",0,1,"00-01-48001-27064",1.125,1.5
"83",8003767,1161,0,1,48001,27040,5,7.5,"NONE",0,1,"00-01-48001-27040",1.125,1.5
"84",8003767,1163,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"85",8003767,1164,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"86",8003767,1164,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"87",8003767,1165,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"88",8003172,1114,0,1,48001,27064,24,35.76,"B",2,1,"00-01-48001-27064",1.125,1.49
"89",8003172,1114,0,1,48001,27040,5,7.45,"B",0,1,"00-01-48001-27040",1.125,1.49
"90",8003172,1116,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"91",8003172,1117,0,1,48001,27036,2,1.7,"NONE",0,0,"00-01-48001-27036",0.75,0.85
"92",8003172,1120,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"93",8003172,1120,0,1,48001,27036,1,0.85,"NONE",0,0,"00-01-48001-27036",0.75,0.85
"94",8003172,1121,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"95",8003172,1122,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"96",8003172,1122,0,1,48001,27036,1,0.85,"NONE",1,0,"00-01-48001-27036",0.75,0.85
"97",8003172,1122,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"98",8003172,1123,0,1,48001,27064,14,25.06,"A",2,1,"00-01-48001-27064",1.125,1.79
"99",8003172,1123,0,1,48001,27040,4,7.16,"NONE",0,1,"00-01-48001-27040",1.125,1.79
"100",8003172,1124,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"101",8003172,1124,0,1,48001,27036,1,0.85,"NONE",0,0,"00-01-48001-27036",0.75,0.85
"102",8003172,1125,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"103",8003172,1126,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"104",8003172,1127,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"105",8003172,1130,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"106",8003172,1131,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"107",8003172,1133,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"108",8003172,1134,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"109",8003172,1136,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"110",8003172,1137,0,1,48001,27064,3,7.47,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"111",8003172,1138,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"112",8003172,1140,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"113",8003172,1144,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"114",8003172,1144,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"115",8003172,1145,0,1,48001,27064,27,40.5,"B",2,1,"00-01-48001-27064",1.125,1.5
"116",8003172,1145,0,1,48001,27040,5,7.45,"NONE",0,1,"00-01-48001-27040",1.125,1.49
"117",8003172,1146,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"118",8003172,1148,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"119",8003172,1149,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"120",8003172,1150,0,1,48001,27064,3,7.47,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"121",8003172,1151,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"122",8003172,1151,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"123",8003172,1153,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"124",8003172,1155,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"125",8003172,1159,0,1,48001,27064,27,40.5,"A",2,1,"00-01-48001-27064",1.125,1.5
"126",8003172,1159,0,1,48001,27040,7,10.43,"A",0,1,"00-01-48001-27040",1.125,1.49
"127",8003172,1160,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"128",8003172,1160,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"129",8003172,1161,0,1,48001,27064,10,15,"B",0,1,"00-01-48001-27064",1.125,1.5
"130",8003172,1161,0,1,48001,27040,3,4.5,"NONE",0,1,"00-01-48001-27040",1.125,1.5
"131",8003172,1163,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"132",8003172,1164,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"133",642572,1114,0,1,48001,27064,17,25.33,"B",2,1,"00-01-48001-27064",1.125,1.49
"134",642572,1114,0,1,48001,27040,4,5.96,"B",2,1,"00-01-48001-27040",1.125,1.49
"135",642572,1115,0,1,48001,27040,2,2.98,"NONE",2,1,"00-01-48001-27040",1.125,1.49
"136",642572,1122,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"137",642572,1123,0,1,48001,27064,20,35.8,"A",2,1,"00-01-48001-27064",1.125,1.79
"138",642572,1124,0,1,48001,27064,2,3.58,"NONE",2,1,"00-01-48001-27064",1.125,1.79
"139",642572,1125,0,1,48001,27064,1,1.79,"NONE",0,1,"00-01-48001-27064",1.125,1.79
"140",642572,1144,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"141",642572,1145,0,1,48001,27064,26,39,"B",2,1,"00-01-48001-27064",1.125,1.5
"142",642572,1145,0,1,48001,27040,2,3,"NONE",0,1,"00-01-48001-27040",1.125,1.5
"143",642572,1159,0,1,48001,27064,9,13.5,"A",0,1,"00-01-48001-27064",1.125,1.5
"144",642572,1159,0,1,48001,27040,5,7.5,"A",0,1,"00-01-48001-27040",1.125,1.5
"145",642572,1160,0,1,48001,27064,1,2.49,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"146",642572,1161,0,1,48001,27064,21,31.5,"B",2,1,"00-01-48001-27064",1.125,1.5
"147",642572,1162,0,1,48001,27064,2,3,"NONE",0,1,"00-01-48001-27064",1.125,1.5
"148",8003588,1114,0,1,48001,27064,21,31.29,"B",0,1,"00-01-48001-27064",1.125,1.49
"149",8003588,1114,0,1,48001,27040,7,10.43,"B",0,1,"00-01-48001-27040",1.125,1.49
"150",8003588,1115,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"151",8003588,1115,0,1,48001,27040,6,14.94,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"152",8003588,1116,0,1,48001,27064,8,19.92,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"153",8003588,1116,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"154",8003588,1117,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"155",8003588,1117,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"156",8003588,1118,0,1,48001,27064,10,24.9,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"157",8003588,1118,0,1,48001,27036,2,3.38,"NONE",2,1,"00-01-48001-27036",0.75,1.69
"158",8003588,1118,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"159",8003588,1119,0,1,48001,27064,11,27.39,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"160",8003588,1119,0,1,48001,27040,8,19.92,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"161",8003588,1120,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"162",8003588,1120,0,1,48001,27040,4,9.96,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"163",8003588,1121,0,1,48001,27064,8,19.92,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"164",8003588,1121,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"165",8003588,1122,0,1,48001,27064,11,27.39,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"166",8003588,1122,0,1,48001,27040,4,9.96,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"167",8003588,1123,0,1,48001,27064,5,8.95,"A",0,1,"00-01-48001-27064",1.125,1.79
"168",8003588,1123,0,1,48001,27040,16,28.64,"NONE",0,1,"00-01-48001-27040",1.125,1.79
"169",8003588,1124,0,1,48001,27064,15,37.35,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"170",8003588,1124,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"171",8003588,1125,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"172",8003588,1125,0,1,48001,27040,6,14.94,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"173",8003588,1126,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"174",8003588,1126,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"175",8003588,1127,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"176",8003588,1127,0,1,48001,27040,6,14.94,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"177",8003588,1128,0,1,48001,27064,12,29.88,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"178",8003588,1128,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"179",8003588,1129,0,1,48001,27064,3,7.47,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"180",8003588,1129,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"181",8003588,1130,0,1,48001,27064,4,9.96,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"182",8003588,1130,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"183",8003588,1131,0,1,48001,27064,7,17.43,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"184",8003588,1132,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"185",8003588,1132,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"186",8003588,1133,0,1,48001,27064,7,17.43,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"187",8003588,1133,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"188",8003588,1134,0,1,48001,27064,7,17.43,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"189",8003588,1134,0,1,48001,27040,7,17.43,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"190",8003588,1135,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"191",8003588,1135,0,1,48001,27040,5,12.45,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"192",8003588,1136,0,1,48001,27064,7,17.43,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"193",8003588,1136,0,1,48001,27040,4,9.96,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"194",8003588,1137,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"195",8003588,1137,0,1,48001,27040,5,12.45,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"196",8003588,1138,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"197",8003588,1138,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"198",8003588,1139,0,1,48001,27064,8,19.92,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"199",8003588,1139,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"200",8003588,1140,0,1,48001,27064,4,9.96,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"201",8003588,1140,0,1,48001,27040,1,2.49,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"202",8003588,1141,0,1,48001,27064,7,17.43,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"203",8003588,1141,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"204",8003588,1142,0,1,48001,27064,18,44.82,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"205",8003588,1142,0,1,48001,27040,7,17.43,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"206",8003588,1143,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"207",8003588,1143,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"208",8003588,1144,0,1,48001,27064,3,7.47,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"209",8003588,1144,0,1,48001,27040,4,9.96,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"210",8003588,1145,0,1,48001,27064,16,24,"B",1,1,"00-01-48001-27064",1.125,1.5
"211",8003588,1145,0,1,48001,27040,5,9.5,"NONE",0,1,"00-01-48001-27040",1.125,1.9
"212",8003588,1146,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"213",8003588,1146,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"214",8003588,1147,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"215",8003588,1147,0,1,48001,27040,4,9.96,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"216",8003588,1148,0,1,48001,27064,13,32.37,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"217",8003588,1148,0,1,48001,27040,5,12.45,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"218",8003588,1149,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"219",8003588,1149,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"220",8003588,1150,0,1,48001,27064,7,17.43,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"221",8003588,1150,0,1,48001,27040,6,14.94,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"222",8003588,1151,0,1,48001,27064,9,22.41,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"223",8003588,1151,0,1,48001,27040,4,9.96,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"224",8003588,1152,0,1,48001,27064,7,17.43,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"225",8003588,1152,0,1,48001,27040,5,12.45,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"226",8003588,1153,0,1,48001,27064,7,17.43,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"227",8003588,1153,0,1,48001,27040,3,7.47,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"228",8003588,1154,0,1,48001,27064,9,22.41,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"229",8003588,1154,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"230",8003588,1155,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"231",8003588,1155,0,1,48001,27040,5,12.45,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"232",8003588,1156,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"233",8003588,1156,0,1,48001,27040,4,9.96,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"234",8003588,1157,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"235",8003588,1157,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"236",8003588,1158,0,1,48001,27064,4,9.96,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"237",8003588,1158,0,1,48001,27040,5,12.45,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"238",8003588,1159,0,1,48001,27064,20,30,"A",0,1,"00-01-48001-27064",1.125,1.5
"239",8003588,1159,0,1,48001,27040,13,19.5,"A",0,1,"00-01-48001-27040",1.125,1.5
"240",8003588,1160,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"241",8003588,1160,0,1,48001,27040,2,4,"NONE",0,1,"00-01-48001-27040",1.125,2
"242",8003588,1161,0,1,48001,27064,11,16.5,"B",0,1,"00-01-48001-27064",1.125,1.5
"243",8003588,1161,0,1,48001,27040,4,6,"NONE",0,1,"00-01-48001-27040",1.125,1.5
"244",8003588,1162,0,1,48001,27064,4,9.96,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"245",8003588,1162,0,1,48001,27040,4,9.96,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"246",8003588,1163,0,1,48001,27064,6,14.94,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"247",8003588,1163,0,1,48001,27040,5,12.45,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"248",8003588,1164,0,1,48001,27064,5,12.45,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"249",8003588,1165,0,1,48001,27064,2,4.98,"NONE",0,0,"00-01-48001-27064",1.125,2.49
"250",8003588,1165,0,1,48001,27040,2,4.98,"NONE",0,0,"00-01-48001-27040",1.125,2.49
"251",8047340,1114,0,1,48001,27064,9,13.41,"B",0,1,"00-01-48001-27064",1.125,1.49
"252",8047340,1114,0,1,48001,27040,17,25.33,"B",2,1,"00-01-48001-27040",1.125,1.49
"253",8047340,1115,0,1,48001,27040,16,23.84,"NONE",1,1,"00-01-48001-27040",1.125,1.49
"254",8047340,1116,0,1,48001,27040,4,7.96,"NONE",0,0,"00-01-48001-27040",1.125,1.99
"255",8047340,1123,0,1,48001,27064,27,48.33,"A",2,1,"00-01-48001-27064",1.125,1.79
"256",8047340,1123,0,1,48001,27040,13,23.27,"NONE",2,1,"00-01-48001-27040",1.125,1.79
"257",8047340,1145,0,1,48001,27064,24,36,"B",2,1,"00-01-48001-27064",1.125,1.5
"258",8047340,1145,0,1,48001,27040,9,13.5,"NONE",2,1,"00-01-48001-27040",1.125,1.5
"259",8047340,1159,0,1,48001,27064,9,13.5,"A",0,1,"00-01-48001-27064",1.125,1.5
"260",8047340,1159,0,1,48001,27040,11,16.5,"A",0,1,"00-01-48001-27040",1.125,1.5
"261",8047340,1161,0,1,48001,27064,12,18,"B",0,1,"00-01-48001-27064",1.125,1.5
