"","IRI_KEY","WEEK","SY","GE","VEND","ITEM","UNITS","DOLLARS","F","D","PR","UPC","VOL_EQ","PPU"
"8896",8011326,1542,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8897",8011326,1542,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"8898",8011326,1543,0,1,45300,40,1,3.49,"NONE",0,0,"00-01-45300-00040",1.125,3.49
"8899",8011326,1543,0,2,51500,24128,3,9.87,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8900",8011326,1543,0,1,51500,25544,3,9,"NONE",0,1,"00-01-51500-25544",1.125,3
"8901",8011326,1543,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8902",8011326,1543,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"8903",8011326,1544,0,1,45300,40,4,9.16,"NONE",0,1,"00-01-45300-00040",1.125,2.29
"8904",8011326,1544,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8905",8011326,1544,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"8906",8011326,1544,0,1,51500,24135,2,6,"NONE",0,1,"00-01-51500-24135",1.125,3
"8907",8011326,1544,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8908",8011326,1545,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8909",8011326,1545,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"8910",8011326,1545,0,1,48001,643,8,18.09,"NONE",0,1,"00-01-48001-00643",1.0187,2.26125
"8911",8011326,1545,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"8912",8011326,1547,0,1,45300,40,1,1.79,"NONE",0,1,"00-01-45300-00040",1.125,1.79
"8913",8011326,1547,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8914",8011326,1547,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8915",8011326,1548,0,1,45300,40,3,5.1,"NONE",0,1,"00-01-45300-00040",1.125,1.7
"8916",8011326,1548,0,2,45300,45,2,3.58,"NONE",0,0,"00-02-45300-00045",1.125,1.79
"8917",8011326,1548,0,2,51500,24128,25,52.77,"A+",0,1,"00-02-51500-24128",1.125,2.1108
"8918",8011326,1548,0,1,51500,25544,7,13.96,"A+",0,1,"00-01-51500-25544",1.125,1.99428571428571
"8919",8011326,1548,0,1,51500,24135,9,18.24,"A+",0,1,"00-01-51500-24135",1.125,2.02666666666667
"8920",8011326,1548,0,1,48001,643,4,13.16,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8921",8011326,1549,0,1,45300,40,2,1.61,"NONE",0,1,"00-01-45300-00040",1.125,0.805
"8922",8011326,1549,0,2,45300,45,4,5.06,"NONE",0,1,"00-02-45300-00045",1.125,1.265
"8923",8011326,1549,0,2,51500,24128,2,6,"NONE",0,1,"00-02-51500-24128",1.125,3
"8924",8011326,1549,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"8925",8011326,1549,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8926",8011326,1550,0,1,45300,40,1,0.87,"NONE",0,1,"00-01-45300-00040",1.125,0.87
"8927",8011326,1550,0,2,45300,45,2,1.74,"NONE",0,1,"00-02-45300-00045",1.125,0.87
"8928",8011326,1550,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8929",8011326,1550,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"8930",8011326,1550,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8931",8011326,1551,0,2,45300,45,4,2.96,"NONE",0,1,"00-02-45300-00045",1.125,0.74
"8932",8011326,1551,0,2,51500,24128,3,9.29,"NONE",0,1,"00-02-51500-24128",1.125,3.09666666666667
"8933",8011326,1551,0,1,51500,25544,2,6.58,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"8934",8011326,1551,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"8935",8011326,1551,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8936",8011326,1552,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"8937",8011326,1552,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"8938",8011326,1552,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8939",8011326,1553,0,1,45300,40,9,6.95,"NONE",0,1,"00-01-45300-00040",1.125,0.772222222222222
"8940",8011326,1553,0,2,51500,24128,18,36.19,"B",0,1,"00-02-51500-24128",1.125,2.01055555555556
"8941",8011326,1553,0,1,51500,25544,4,9.87,"B",0,1,"00-01-51500-25544",1.125,2.4675
"8942",8011326,1553,0,1,51500,24135,10,16.45,"B",0,1,"00-01-51500-24135",1.125,1.645
"8943",8011326,1553,0,1,48001,643,4,6.29,"NONE",0,1,"00-01-48001-00643",1.0187,1.5725
"8944",8011326,1554,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8945",8011326,1554,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"8946",8011326,1554,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8947",8011326,1554,0,1,48001,641,2,5.29,"NONE",0,0,"00-01-48001-00641",1.0187,2.645
"8948",8011326,1555,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8949",8011326,1555,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"8950",8011326,1555,0,1,48001,643,29,56.8,"A",0,1,"00-01-48001-00643",1.0187,1.95862068965517
"8951",8011326,1555,0,1,48001,641,5,10,"A",0,1,"00-01-48001-00641",1.0187,2
"8952",8011326,1556,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"8953",8011326,1556,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"8954",8011326,1557,0,2,51500,24128,1,2.99,"NONE",0,1,"00-02-51500-24128",1.125,2.99
"8955",8011326,1557,0,1,51500,25544,2,5.98,"NONE",0,1,"00-01-51500-25544",1.125,2.99
"8956",8011326,1557,0,1,51500,24135,1,2.99,"NONE",0,1,"00-01-51500-24135",1.125,2.99
"8957",8011326,1557,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8958",8011326,1558,0,2,51500,24128,12,24,"A",0,1,"00-02-51500-24128",1.125,2
"8959",8011326,1558,0,1,51500,25544,2,4,"A",0,1,"00-01-51500-25544",1.125,2
"8960",8011326,1558,0,1,51500,24135,6,12,"A",0,1,"00-01-51500-24135",1.125,2
"8961",8011326,1558,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8962",8011326,1559,0,1,51500,25544,3,8.97,"NONE",0,1,"00-01-51500-25544",1.125,2.99
"8963",8011326,1559,0,1,48001,641,2,6.58,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"8964",8011326,1560,0,1,45300,40,5,4.35,"NONE",0,0,"00-01-45300-00040",1.125,0.87
"8965",8011326,1560,0,2,51500,24128,2,5,"NONE",0,1,"00-02-51500-24128",1.125,2.5
"8966",8011326,1560,0,1,51500,25544,2,5,"NONE",0,1,"00-01-51500-25544",1.125,2.5
"8967",8011326,1560,0,1,51500,24135,2,5,"NONE",0,1,"00-01-51500-24135",1.125,2.5
"8968",8011326,1560,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8969",8011326,1561,0,1,45300,40,43,37.02,"NONE",0,0,"00-01-45300-00040",1.125,0.86093023255814
"8970",8011326,1561,0,2,51500,24128,24,48,"A",0,1,"00-02-51500-24128",1.125,2
"8971",8011326,1561,0,1,51500,25544,3,6,"A",0,1,"00-01-51500-25544",1.125,2
"8972",8011326,1561,0,1,51500,24135,6,12,"A",0,1,"00-01-51500-24135",1.125,2
"8973",8011326,1561,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8974",8011326,1561,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"8975",8011326,1562,0,1,45300,40,7,6.09,"NONE",0,0,"00-01-45300-00040",1.125,0.87
"8976",8011326,1562,0,2,51500,24128,6,19.16,"NONE",0,1,"00-02-51500-24128",1.125,3.19333333333333
"8977",8011326,1562,0,1,48001,643,7,14,"B",0,1,"00-01-48001-00643",1.0187,2
"8978",8011326,1563,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8979",8011326,1563,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8980",8011326,1564,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8981",8011326,1564,0,1,48001,643,15,29.85,"B",0,1,"00-01-48001-00643",1.0187,1.99
"8982",8011326,1564,0,1,48001,641,3,5.97,"B",0,1,"00-01-48001-00641",1.0187,1.99
"8983",8011326,1565,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8984",8011326,1565,0,1,48001,643,4,12.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.145
"8985",8011326,1565,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"8986",8011326,1566,0,1,48001,643,4,13.16,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8987",8011326,1566,0,1,48001,641,1,2.71,"NONE",0,1,"00-01-48001-00641",1.0187,2.71
"8988",8011326,1567,0,2,51500,24128,23,45.89,"A+",0,1,"00-02-51500-24128",1.125,1.99521739130435
"8989",8011326,1567,0,1,51500,24135,4,7.55,"A+",0,1,"00-01-51500-24135",1.125,1.8875
"8990",8011326,1568,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8991",8011326,1568,0,1,51500,24135,2,6.58,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"8992",8011326,1568,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"8993",8011326,1568,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"8994",8011326,1569,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8995",8011326,1569,0,1,48001,643,80,126.48,"A",0,1,"00-01-48001-00643",1.0187,1.581
"8996",8011326,1569,0,1,48001,641,7,11.13,"A",0,1,"00-01-48001-00641",1.0187,1.59
"8997",8011326,1570,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"8998",8011326,1570,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"8999",8011326,1571,0,2,51500,24128,12,24,"A",0,1,"00-02-51500-24128",1.125,2
"9000",8011326,1571,0,1,51500,24135,2,4,"A",0,1,"00-01-51500-24135",1.125,2
"9001",8011326,1571,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9002",8011326,1572,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9003",8011326,1572,0,1,48001,643,43,71.72,"A",0,1,"00-01-48001-00643",1.0187,1.66790697674419
"9004",8011326,1572,0,1,48001,641,19,31.68,"A",0,1,"00-01-48001-00641",1.0187,1.66736842105263
"9005",8011326,1573,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9006",8011326,1573,0,1,51500,25544,2,6.29,"NONE",0,0,"00-01-51500-25544",1.125,3.145
"9007",8011326,1573,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9008",8011326,1573,0,1,48001,641,2,6.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.145
"9009",8011326,1574,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9010",8011326,1574,0,1,48001,643,5,11.58,"NONE",0,1,"00-01-48001-00643",1.0187,2.316
"9011",8011326,1574,0,1,48001,641,1,2.71,"NONE",0,1,"00-01-48001-00641",1.0187,2.71
"9012",8011326,1575,0,1,51500,25544,1,2.47,"NONE",0,1,"00-01-51500-25544",1.125,2.47
"9013",8011326,1575,0,1,51500,24135,2,6,"NONE",0,1,"00-01-51500-24135",1.125,3
"9014",8011326,1575,0,1,48001,643,4,13.16,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9015",8011326,1575,0,1,48001,641,2,6,"NONE",0,0,"00-01-48001-00641",1.0187,3
"9016",8011326,1576,0,2,51500,24128,15,34.67,"A+",0,1,"00-02-51500-24128",1.125,2.31133333333333
"9017",8011326,1576,0,1,51500,25544,4,8.26,"A+",0,1,"00-01-51500-25544",1.125,2.065
"9018",8011326,1576,0,1,51500,24135,1,2.2,"A+",0,1,"00-01-51500-24135",1.125,2.2
"9019",8011326,1576,0,1,48001,643,3,9.87,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9020",8011326,1576,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"9021",8011326,1577,0,1,51500,25544,2,6.58,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9022",8011326,1577,0,1,48001,643,36,54,"B",0,1,"00-01-48001-00643",1.0187,1.5
"9023",8011326,1577,0,1,48001,641,8,12,"B",0,1,"00-01-48001-00641",1.0187,1.5
"9024",8011326,1578,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"9025",8011326,1578,0,1,48001,643,3,9.29,"NONE",0,1,"00-01-48001-00643",1.0187,3.09666666666667
"9026",8011326,1578,0,1,48001,641,2,4.97,"NONE",0,1,"00-01-48001-00641",1.0187,2.485
"9027",8011326,1579,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9028",8011326,1579,0,1,51500,25544,2,6.58,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9029",8011326,1579,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9030",8011326,1579,0,1,48001,641,1,2.71,"NONE",0,1,"00-01-48001-00641",1.0187,2.71
"9031",8011326,1580,0,2,51500,24128,2,6,"NONE",0,1,"00-02-51500-24128",1.125,3
"9032",8011326,1580,0,1,48001,643,50,76.52,"A+",0,1,"00-01-48001-00643",1.0187,1.5304
"9033",8011326,1580,0,1,48001,641,18,30.68,"A+",0,1,"00-01-48001-00641",1.0187,1.70444444444444
"9034",8011326,1581,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9035",8011326,1581,0,1,51500,24135,3,9.87,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"9036",8011326,1581,0,1,48001,643,3,9.87,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9037",8011326,1582,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9038",647623,1532,0,2,51500,24128,7,14.07,"A+",0,1,"00-02-51500-24128",1.125,2.01
"9039",647623,1532,0,1,51500,25544,7,15.33,"A+",0,1,"00-01-51500-25544",1.125,2.19
"9040",647623,1532,0,1,51500,24135,5,9.91,"A+",0,1,"00-01-51500-24135",1.125,1.982
"9041",647623,1532,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9042",647623,1532,0,1,48001,687,1,3.29,"NONE",0,0,"00-01-48001-00687",0.9375,3.29
"9043",647623,1533,0,2,45300,45,2,3.49,"B",0,1,"00-02-45300-00045",1.125,1.745
"9044",647623,1533,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9045",647623,1533,0,1,48001,687,2,6,"NONE",0,1,"00-01-48001-00687",0.9375,3
"9046",647623,1534,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9047",647623,1534,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"9048",647623,1534,0,1,48001,643,5,9.95,"B",0,1,"00-01-48001-00643",1.0187,1.99
"9049",647623,1534,0,1,48001,641,3,5.97,"B",0,1,"00-01-48001-00641",1.0187,1.99
"9050",647623,1534,0,1,48001,687,7,13.93,"B",0,1,"00-01-48001-00687",0.9375,1.99
"9051",647623,1535,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9052",647623,1535,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9053",647623,1536,0,1,45300,40,1,3.49,"NONE",0,0,"00-01-45300-00040",1.125,3.49
"9054",647623,1536,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9055",647623,1536,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"9056",647623,1536,0,1,48001,643,1,1,"NONE",0,1,"00-01-48001-00643",1.0187,1
"9057",647623,1536,0,1,48001,641,3,7,"NONE",0,1,"00-01-48001-00641",1.0187,2.33333333333333
"9058",647623,1537,0,2,51500,24128,5,10,"B",0,1,"00-02-51500-24128",1.125,2
"9059",647623,1537,0,1,51500,24135,1,2,"B",0,1,"00-01-51500-24135",1.125,2
"9060",647623,1537,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"9061",647623,1538,0,2,51500,24128,1,1.67,"NONE",0,1,"00-02-51500-24128",1.125,1.67
"9062",647623,1538,0,1,48001,643,14,23.35,"A",0,1,"00-01-48001-00643",1.0187,1.66785714285714
"9063",647623,1538,0,1,48001,641,4,6.67,"A",0,1,"00-01-48001-00641",1.0187,1.6675
"9064",647623,1538,0,1,48001,687,1,1.67,"NONE",0,1,"00-01-48001-00687",0.9375,1.67
"9065",647623,1539,0,1,45300,40,1,1.99,"B",0,1,"00-01-45300-00040",1.125,1.99
"9066",647623,1539,0,2,45300,45,3,5.97,"B",0,1,"00-02-45300-00045",1.125,1.99
"9067",647623,1539,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9068",647623,1539,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"9069",647623,1540,0,1,51500,25544,2,6.58,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9070",647623,1540,0,1,51500,24135,2,6,"NONE",0,1,"00-01-51500-24135",1.125,3
"9071",647623,1540,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9072",647623,1541,0,1,45300,40,1,3.49,"NONE",0,0,"00-01-45300-00040",1.125,3.49
"9073",647623,1541,0,2,51500,24128,1,2,"A",0,1,"00-02-51500-24128",1.125,2
"9074",647623,1541,0,1,51500,25544,2,4,"A",0,1,"00-01-51500-25544",1.125,2
"9075",647623,1541,0,1,51500,24135,2,4,"A",0,1,"00-01-51500-24135",1.125,2
"9076",647623,1541,0,1,48001,641,2,6.58,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"9077",647623,1541,0,1,48001,687,4,12.58,"NONE",0,0,"00-01-48001-00687",0.9375,3.145
"9078",647623,1542,0,2,51500,24128,3,9.29,"NONE",0,1,"00-02-51500-24128",1.125,3.09666666666667
"9079",647623,1542,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"9080",647623,1542,0,1,48001,687,1,2.71,"NONE",0,1,"00-01-48001-00687",0.9375,2.71
"9081",647623,1543,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9082",647623,1543,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"9083",647623,1544,0,1,48001,643,2,6.58,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9084",647623,1544,0,1,48001,687,2,6,"NONE",0,0,"00-01-48001-00687",0.9375,3
"9085",647623,1545,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9086",647623,1545,0,1,48001,687,2,3.29,"NONE",0,1,"00-01-48001-00687",0.9375,1.645
"9087",647623,1546,0,2,51500,24128,2,6,"NONE",0,1,"00-02-51500-24128",1.125,3
"9088",647623,1546,0,1,48001,643,19,32.41,"A",0,1,"00-01-48001-00643",1.0187,1.70578947368421
"9089",647623,1546,0,1,48001,641,8,13.16,"A",0,1,"00-01-48001-00641",1.0187,1.645
"9090",647623,1546,0,1,48001,687,5,6.58,"NONE",0,1,"00-01-48001-00687",0.9375,1.316
"9091",647623,1547,0,1,45300,40,2,3.58,"NONE",0,1,"00-01-45300-00040",1.125,1.79
"9092",647623,1547,0,1,48001,643,3,9.29,"NONE",0,1,"00-01-48001-00643",1.0187,3.09666666666667
"9093",647623,1547,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"9094",647623,1548,0,1,45300,40,3,5.37,"NONE",0,1,"00-01-45300-00040",1.125,1.79
"9095",647623,1548,0,2,51500,24128,13,26.45,"A+",0,1,"00-02-51500-24128",1.125,2.03461538461538
"9096",647623,1548,0,1,51500,25544,4,9.03,"A+",0,1,"00-01-51500-25544",1.125,2.2575
"9097",647623,1548,0,1,51500,24135,3,6.71,"A+",0,1,"00-01-51500-24135",1.125,2.23666666666667
"9098",647623,1549,0,1,45300,40,3,5.37,"NONE",0,1,"00-01-45300-00040",1.125,1.79
"9099",647623,1550,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9100",647623,1551,0,1,45300,40,2,1.74,"NONE",0,1,"00-01-45300-00040",1.125,0.87
"9101",647623,1551,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9102",647623,1551,0,1,48001,687,1,3.29,"NONE",0,0,"00-01-48001-00687",0.9375,3.29
"9103",647623,1552,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9104",647623,1552,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9105",647623,1553,0,2,45300,45,1,1.74,"NONE",0,0,"00-02-45300-00045",1.125,1.74
"9106",647623,1553,0,2,51500,24128,11,23.03,"B",0,1,"00-02-51500-24128",1.125,2.09363636363636
"9107",647623,1553,0,1,51500,25544,4,6.58,"B",0,1,"00-01-51500-25544",1.125,1.645
"9108",647623,1553,0,1,51500,24135,6,9.87,"B",0,1,"00-01-51500-24135",1.125,1.645
"9109",647623,1553,0,1,48001,641,2,6,"NONE",0,1,"00-01-48001-00641",1.0187,3
"9110",647623,1554,0,2,45300,45,2,3.48,"NONE",0,0,"00-02-45300-00045",1.125,1.74
"9111",647623,1554,0,2,51500,24128,1,2.71,"NONE",0,1,"00-02-51500-24128",1.125,2.71
"9112",647623,1554,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"9113",647623,1554,0,1,48001,643,3,8,"NONE",0,1,"00-01-48001-00643",1.0187,2.66666666666667
"9114",647623,1554,0,1,48001,687,1,3.29,"NONE",0,0,"00-01-48001-00687",0.9375,3.29
"9115",647623,1555,0,1,45300,40,1,0.87,"NONE",0,1,"00-01-45300-00040",1.125,0.87
"9116",647623,1555,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9117",647623,1555,0,1,48001,643,8,15.1,"A",0,1,"00-01-48001-00643",1.0187,1.8875
"9118",647623,1555,0,1,48001,641,2,4,"A",0,1,"00-01-48001-00641",1.0187,2
"9119",647623,1555,0,1,48001,687,2,3.7,"NONE",0,1,"00-01-48001-00687",0.9375,1.85
"9120",647623,1557,0,2,51500,24128,1,2.99,"NONE",0,1,"00-02-51500-24128",1.125,2.99
"9121",647623,1558,0,2,51500,24128,5,10,"A",0,1,"00-02-51500-24128",1.125,2
"9122",647623,1558,0,1,51500,25544,4,8,"A",0,1,"00-01-51500-25544",1.125,2
"9123",647623,1558,0,1,51500,24135,1,2,"A",0,1,"00-01-51500-24135",1.125,2
"9124",647623,1559,0,2,51500,24128,1,2.99,"NONE",0,1,"00-02-51500-24128",1.125,2.99
"9125",647623,1559,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"9126",647623,1560,0,2,51500,24128,2,5,"NONE",0,1,"00-02-51500-24128",1.125,2.5
"9127",647623,1560,0,1,51500,25544,1,2.99,"NONE",0,0,"00-01-51500-25544",1.125,2.99
"9128",647623,1560,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9129",647623,1562,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9130",647623,1562,0,1,48001,643,3,6,"B",0,1,"00-01-48001-00643",1.0187,2
"9131",647623,1562,0,1,48001,641,2,4,"B",0,1,"00-01-48001-00641",1.0187,2
"9132",647623,1562,0,1,48001,687,5,9.1,"NONE",0,1,"00-01-48001-00687",0.9375,1.82
"9133",647623,1563,0,2,51500,24128,2,6.58,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9134",647623,1563,0,1,51500,25544,2,6.58,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9135",647623,1563,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"9136",647623,1564,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9137",647623,1564,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9138",647623,1564,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"9139",647623,1564,0,1,48001,643,7,13.63,"B",0,1,"00-01-48001-00643",1.0187,1.94714285714286
"9140",647623,1564,0,1,48001,641,6,11.94,"B",0,1,"00-01-48001-00641",1.0187,1.99
"9141",647623,1565,0,2,51500,24128,3,9.87,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9142",647623,1565,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9143",647623,1565,0,1,51500,24135,1,3.29,"NONE",0,0,"00-01-51500-24135",1.125,3.29
"9144",647623,1565,0,1,48001,641,1,3.29,"NONE",0,0,"00-01-48001-00641",1.0187,3.29
"9145",647623,1565,0,1,48001,687,1,3.29,"NONE",0,0,"00-01-48001-00687",0.9375,3.29
"9146",647623,1566,0,2,51500,24128,1,3.29,"NONE",0,0,"00-02-51500-24128",1.125,3.29
"9147",647623,1566,0,1,51500,25544,1,3.29,"NONE",0,0,"00-01-51500-25544",1.125,3.29
"9148",647623,1566,0,1,48001,643,1,3.29,"NONE",0,0,"00-01-48001-00643",1.0187,3.29
"9149",647623,1566,0,1,48001,641,1,2.71,"NONE",0,1,"00-01-48001-00641",1.0187,2.71
"9150",647623,1566,0,1,48001,687,4,11.71,"NONE",0,1,"00-01-48001-00687",0.9375,2.9275
"9151",647623,1567,0,2,51500,24128,3,6.97,"A+",0,1,"00-02-51500-24128",1.125,2.32333333333333
"9152",647623,1567,0,1,51500,25544,1,1.99,"A+",0,1,"00-01-51500-25544",1.125,1.99
"9153",647623,1567,0,1,51500,24135,4,7.96,"A+",0,1,"00-01-51500-24135",1.125,1.99
